Date,Environment,Frequency(MHz),Cell ID,Group ID,Sector ID,Frequency Error(Hz),RSRP(dBm),Ch Power(dBm),OBW(Hz)
10/10/1965 17:31 น.,31.2145.1.csv,2145,415,138,1,7199.713379,-96,-73,6184815
10/10/1965 17:32 น.,31.2165.1.csv,2165,415,138,1,6441.296387,-95,-78,6140682
10/10/1965 17:27 น.,31.773.1.csv,773,278,92,2,2441.602295,-72,-42,6177416
10/10/1965 17:28 น.,31.955.1.csv,955,447,149,0,6181.788574,-85,-66,6226001
10/10/1965 17:34 น.,32.1812.1.csv,1812.5,246,82,0,5919.249512,-86,-59,6141288
10/10/1965 17:34 น.,32.1830.1.csv,1830,415,138,1,6725.26416,-89,-69,6179349
10/10/1965 17:35 น.,32.1842.1.csv,1842.5,153,51,0,5793.954102,-81,-59,4465925
10/10/1965 17:35 น.,32.2120.1.csv,2120,369,123,0,6816.254883,-91,-66,6127428
10/10/1965 17:35 น.,32.2135.1.csv,2135,247,82,1,6774.995605,-91,-70,6110007
10/10/1965 17:36 น.,32.2145.1.csv,2145,415,138,1,7483.294922,-94,-70,6193696
10/10/1965 17:37 น.,32.2165.1.csv,2165,416,138,2,7196.725098,-94,-74,6108908
10/10/1965 17:32 น.,32.773.1.csv,773,278,92,2,2333.969971,-79,-50,6136501
10/10/1965 17:33 น.,32.955.1.csv,955,447,149,0,2500.427002,-85,-62,6177746
10/10/1965 17:39 น.,33.1812.1.csv,1812.5,247,82,1,6043.09082,-95,-74,6195256
10/10/1965 17:41 น.,33.1842.1.csv,1842.5,274,91,1,5857.640137,-89,-68,4471372
10/10/1965 17:41 น.,33.2120.1.csv,2120,369,123,0,6650.560059,-88,-63,6163828
10/10/1965 17:43 น.,33.2165.1.csv,2165,415,138,1,6587.358398,-100,-80,6211986
10/10/1965 17:38 น.,33.773.1.csv,773,278,92,2,2414.589844,-76,-57,6165967
10/10/1965 17:38 น.,33.955.1.csv,955,497,165,2,3193.144043,-92,-68,6195351
10/10/1965 15:06 น.,34.1812.1.csv,1812.5,247,82,1,7088.288086,-84,-62,6198072
10/10/1965 15:08 น.,34.1842.1.csv,1842.5,274,91,1,7180.280762,-92,-58,4433068
10/10/1965 15:10 น.,34.2135.1.csv,2135,247,82,1,7316.939941,-85,-64,6218440
10/10/1965 15:05 น.,34.773.1.csv,773,278,92,2,2960.612305,-79,-49,5941129
10/10/1965 15:06 น.,34.955.1.csv,955,497,165,2,1445.592163,-81,-62,6182842
10/10/1965 17:52 น.,4.1812.1.csv,1812.5,247,82,1,5920.737793,-86,-60,6193581
10/10/1965 17:52 น.,4.1830.1.csv,1830,415,138,1,5830.38916,-86,-67,6148488
10/10/1965 17:53 น.,4.1842.1.csv,1842.5,274,91,1,6202.187988,-88,-64,4305929
10/10/1965 17:53 น.,4.2120.1.csv,2120,369,123,0,6625.543945,-87,-67,6188007
10/10/1965 17:54 น.,4.2135.1.csv,2135,247,82,1,6792.847656,-87,-73,6204437
10/10/1965 17:55 น.,4.2165.1.csv,2165,415,138,1,6981.541016,-90,-64,6182505
10/10/1965 17:51 น.,4.773.1.csv,773,278,92,2,2385.729492,-84,-55,6201748
10/10/1965 17:52 น.,4.955.1.csv,955,497,165,2,3172.534424,-78,-54,6160784
10/10/1965 15:13 น.,40.1812.1.csv,1812.5,247,82,1,6790.657715,-83,-63,6219130
10/10/1965 15:15 น.,40.1830.1.csv,1830,415,138,1,4583.137695,-87,-67,6201547
10/10/1965 15:15 น.,40.1842.1.csv,1842.5,274,91,1,7033.716309,-89,-58,4458215
10/10/1965 15:16 น.,40.2120.1.csv,2120,369,123,0,6650.196289,-85,-63,6218040
10/10/1965 15:17 น.,40.2135.1.csv,2135,247,82,1,7439.89209,-86,-63,6234085
10/10/1965 15:12 น.,40.773.1.csv,773,278,92,2,3017.555664,-72,-55,6157570
10/10/1965 15:12 น.,40.955.1.csv,955,497,165,2,1511.408325,-86,-64,6138601
10/10/1965 13:33 น.,8.1812.1.csv,1812.5,247,82,1,6924.992676,-71,-45,6132263
10/10/1965 13:34 น.,8.1830.1.csv,1830,415,138,1,7259.487793,-54,-32,6188494
10/10/1965 13:32 น.,8.773.1.csv,773,278,92,2,2974.298828,-81,-50,6212371
10/10/1965 13:32 น.,8.955.1.csv,955,497,165,2,3664.022705,-59,-45,6132180
10/10/1965 13:40 น.,9.1812.1.csv,1812.5,247,82,1,7165.582031,-60,-38,5994028
10/10/1965 13:41 น.,9.1830.1.csv,1830,415,138,1,7288.181152,-56,-37,6226286
10/10/1965 13:39 น.,9.773.1.csv,773,278,92,2,2876.119873,-76,-48,5954282
10/10/1965 13:40 น.,9.955.1.csv,955,497,165,2,4102.189453,-61,-46,6195222
11/10/1965 16:41 น.,109.1812.1.csv,1812.5,246,82,0,4177.665527,-99,-77,6187379
11/10/1965 16:41 น.,109.1830.1.csv,1830,323,107,2,5333.369629,-93,-75,6222662
11/10/1965 16:41 น.,109.1842.1.csv,1842.5,153,51,0,5564.55127,-86,-61,4454744
11/10/1965 16:42 น.,109.2120.1.csv,2120,370,123,1,6319.302734,-92,-67,6217900
11/10/1965 16:39 น.,109.773.1.csv,773,97,32,1,2057.260742,-93,-60,6085385
11/10/1965 16:40 น.,109.955.1.csv,955,447,149,0,2929.922363,-89,-68,6116955
11/10/1965 17:36 น.,110.1812.1.csv,1812.5,246,82,0,6472.070801,-92,-68,6190389
11/10/1965 17:37 น.,110.1842.1.csv,1842.5,153,51,0,6215.908691,-77,-54,4428662
11/10/1965 17:37 น.,110.2120.1.csv,2120,370,123,1,7028.103516,-88,-59,6143088
11/10/1965 17:35 น.,110.773.1.csv,773,278,92,2,2472.772461,-79,-52,6173908
11/10/1965 17:36 น.,110.955.1.csv,955,447,149,0,2581.000977,-89,-73,6180284
11/10/1965 17:30 น.,111.1812.1.csv,1812.5,246,82,0,6706.444824,-89,-67,6108448
11/10/1965 17:31 น.,111.1830.1.csv,1830,323,107,2,5343.957031,-89,-71,6208517
11/10/1965 17:31 น.,111.1842.1.csv,1842.5,153,51,0,6163.822754,-82,-49,4469014
11/10/1965 17:31 น.,111.2120.1.csv,2120,370,123,1,7061.282227,-79,-59,6143788
11/10/1965 17:34 น.,111.2165.1.csv,2165,416,138,2,5575.931641,-92,-74,6199496
11/10/1965 17:29 น.,111.773.1.csv,773,97,32,1,2400.519287,-67,-45,6192789
11/10/1965 17:30 น.,111.955.1.csv,955,447,149,0,2043.927124,-80,-63,6168526
11/10/1965 17:24 น.,112.1812.1.csv,1812.5,246,82,0,6327.407715,-94,-73,6233830
11/10/1965 17:25 น.,112.1842.1.csv,1842.5,153,51,0,6065.914551,-80,-63,4494067
11/10/1965 17:26 น.,112.2120.1.csv,2120,370,123,1,7246.160645,-89,-65,6183242
11/10/1965 17:26 น.,112.2135.1.csv,2135,246,82,0,6329.948242,-90,-79,6203615
11/10/1965 17:23 น.,112.773.1.csv,773,97,32,1,2473.707764,-67,-44,6216932
11/10/1965 17:24 น.,112.955.1.csv,955,447,149,0,3338.390869,-83,-59,6162510
11/10/1965 17:19 น.,113.1812.1.csv,1812.5,246,82,0,6523.538574,-96,-75,6121376
11/10/1965 17:20 น.,113.1842.1.csv,1842.5,153,51,0,6222.513672,-72,-51,4386225
11/10/1965 17:21 น.,113.2120.1.csv,2120,370,123,1,7149.543457,-79,-58,6170633
11/10/1965 17:21 น.,113.2135.1.csv,2135,246,82,0,6371.126953,-94,-73,6075601
11/10/1965 17:22 น.,113.2145.1.csv,2145,323,107,2,7265.063965,-97,-75,6210312
11/10/1965 17:22 น.,113.2165.1.csv,2165,415,138,1,6416.089844,-100,-82,6194780
11/10/1965 17:18 น.,113.773.1.csv,773,97,32,1,2491.815674,-79,-55,6178555
11/10/1965 17:19 น.,113.955.1.csv,955,447,149,0,3909.22583,-87,-68,6226019
11/10/1965 17:14 น.,114.1812.1.csv,1812.5,247,82,1,6789.832031,-102,-79,6163144
11/10/1965 17:15 น.,114.1842.1.csv,1842.5,153,51,0,6252.520996,-95,-67,4496928
11/10/1965 17:16 น.,114.2120.1.csv,2120,370,123,1,7014.592285,-95,-75,6217199
11/10/1965 17:17 น.,114.2135.1.csv,2135,246,82,0,8634.857422,-93,-76,6119041
11/10/1965 17:17 น.,114.2145.1.csv,2145,323,107,2,7250.528809,-89,-68,6161166
11/10/1965 17:17 น.,114.2165.1.csv,2165,415,138,1,7249.376953,-96,-74,6223415
11/10/1965 17:13 น.,114.773.1.csv,773,278,92,2,2422.810059,-85,-60,5806689
11/10/1965 17:14 น.,114.955.1.csv,955,447,149,0,3417.735596,-97,-72,6164284
11/10/1965 17:09 น.,115.1812.1.csv,1812.5,246,82,0,5890.862793,-93,-74,6208466
11/10/1965 17:09 น.,115.1830.1.csv,1830,323,107,2,6293.782227,-93,-73,6183136
11/10/1965 17:09 น.,115.1842.1.csv,1842.5,153,51,0,5758.229004,-84,-64,4531356
11/10/1965 17:10 น.,115.2120.1.csv,2120,370,123,1,7005.399414,-89,-69,6179927
11/10/1965 17:11 น.,115.2145.1.csv,2145,323,107,2,6790.858398,-97,-75,6159122
11/10/1965 17:07 น.,115.773.1.csv,773,278,92,2,2477.227051,-84,-62,6231232
11/10/1965 17:08 น.,115.955.1.csv,955,447,149,0,3881.075195,-96,-71,6225349
11/10/1965 17:03 น.,116.1812.1.csv,1812.5,246,82,0,6281.339355,-99,-77,6163860
11/10/1965 17:04 น.,116.1842.1.csv,1842.5,153,51,0,6145.574707,-89,-64,4491898
11/10/1965 17:04 น.,116.2120.1.csv,2120,370,123,1,6699.33252,-96,-75,6155960
11/10/1965 17:05 น.,116.2135.1.csv,2135,246,82,0,1459.501099,-101,-83,6198341
11/10/1965 17:06 น.,116.2145.1.csv,2145,323,107,2,6583.37793,-98,-73,6162445
11/10/1965 17:01 น.,116.773.1.csv,773,97,32,1,2280.794434,-81,-57,6171753
11/10/1965 17:02 น.,116.955.1.csv,955,447,149,0,2493.04126,-96,-73,6201322
11/10/1965 16:58 น.,117.1812.1.csv,1812.5,246,82,0,6150.210449,-93,-73,6207847
11/10/1965 16:58 น.,117.1842.1.csv,1842.5,153,51,0,5624.431152,-84,-61,4655268
11/10/1965 16:59 น.,117.2120.1.csv,2120,370,123,1,6746.905762,-87,-61,6140545
11/10/1965 17:00 น.,117.2145.1.csv,2145,323,107,2,6875.429199,-96,-70,6158812
11/10/1965 17:01 น.,117.2165.1.csv,2165,416,138,2,6454.870117,-96,-73,6194424
11/10/1965 16:57 น.,117.773.1.csv,773,278,92,2,2269.618896,-83,-58,6201443
11/10/1965 16:57 น.,117.955.1.csv,955,447,149,0,3360.89209,-88,-64,5851918
11/10/1965 16:52 น.,118.1812.1.csv,1812.5,246,82,0,5640.799316,-97,-78,6195823
11/10/1965 16:53 น.,118.1842.1.csv,1842.5,153,51,0,5611.084473,-88,-68,4557255
11/10/1965 16:54 น.,118.2120.1.csv,2120,370,123,1,6863.829102,-88,-69,6187650
11/10/1965 16:54 น.,118.2135.1.csv,2135,246,82,0,6799.27832,-95,-80,6217650
11/10/1965 16:51 น.,118.773.1.csv,773,97,32,1,2310.782715,-90,-71,6185774
11/10/1965 16:52 น.,118.955.1.csv,955,447,149,0,3046.919922,-95,-73,6165914
11/10/1965 16:48 น.,119.1812.1.csv,1812.5,246,82,0,4218.191406,-95,-74,6209914
11/10/1965 16:49 น.,119.1842.1.csv,1842.5,153,51,0,5431.508789,-88,-72,5335667
11/10/1965 16:49 น.,119.2120.1.csv,2120,370,123,1,6185.035645,-86,-67,6116216
11/10/1965 16:49 น.,119.2135.1.csv,2135,215,71,2,6733.122559,-98,-79,6180502
11/10/1965 16:50 น.,119.2165.1.csv,2165,416,138,2,6869.944336,-102,-78,6188610
11/10/1965 16:46 น.,119.773.1.csv,773,97,32,1,2170.285889,-84,-59,6171319
11/10/1965 16:47 น.,119.955.1.csv,955,454,151,1,2168.301514,-86,-70,6152711
11/10/1965 16:36 น.,120.1812.1.csv,1812.5,246,82,0,4701.556152,-92,-71,6181217
11/10/1965 16:37 น.,120.1842.1.csv,1842.5,153,51,0,4956.015137,-88,-68,5256275
11/10/1965 16:37 น.,120.2120.1.csv,2120,370,123,1,5977.91748,-90,-60,6091363
11/10/1965 16:34 น.,120.773.1.csv,773,97,32,1,1918.850952,-81,-62,6236753
11/10/1965 16:35 น.,120.955.1.csv,955,447,149,0,2859.824219,-93,-73,6191161
11/10/1965 12:13 น.,121.1812.1.csv,1812.5,247,82,1,6497.744141,-66,-45,6110404
11/10/1965 12:13 น.,121.1830.1.csv,1830,416,138,2,6793.394043,-63,-40,6180601
11/10/1965 12:12 น.,121.773.1.csv,773,278,92,2,2742.514893,-87,-52,5924566
11/10/1965 12:13 น.,121.955.1.csv,955,447,149,0,5243.21875,-51,-37,6186255
11/10/1965 12:19 น.,122.1812.1.csv,1812.5,246,82,0,6673.506836,-68,-54,6192884
11/10/1965 12:20 น.,122.1830.1.csv,1830,416,138,2,6598.979004,-72,-52,6211122
11/10/1965 12:20 น.,122.1842.1.csv,1842.5,274,91,1,6362.35791,-79,-55,4444267
11/10/1965 12:21 น.,122.2120.1.csv,2120,369,123,0,7731.158203,-80,-63,6182093
11/10/1965 12:21 น.,122.2135.1.csv,2135,246,82,0,7696.891602,-70,-53,6146488
11/10/1965 12:22 น.,122.2145.1.csv,2145,416,138,2,7423.452637,-71,-56,6132215
11/10/1965 12:18 น.,122.773.1.csv,773,278,92,2,2858.938721,-88,-62,6210287
11/10/1965 12:19 น.,122.955.1.csv,955,447,149,0,4116.811523,-65,-41,6215869
11/10/1965 12:25 น.,123.1812.1.csv,1812.5,246,82,0,6871.089844,-81,-58,6204084
11/10/1965 12:26 น.,123.1830.1.csv,1830,416,138,2,6685.361816,-72,-57,6198506
11/10/1965 12:26 น.,123.1842.1.csv,1842.5,274,91,1,6649.656738,-77,-55,4488142
11/10/1965 12:27 น.,123.2120.1.csv,2120,369,123,0,7163.911133,-83,-60,6172568
11/10/1965 12:27 น.,123.2135.1.csv,2135,246,82,0,7223.524414,-80,-57,6210896
11/10/1965 12:28 น.,123.2145.1.csv,2145,416,138,2,7604.854004,-76,-56,6180917
11/10/1965 12:29 น.,123.2165.1.csv,2165,416,138,2,7291.18457,-82,-68,6188722
11/10/1965 12:24 น.,123.773.1.csv,773,278,92,2,2649.269287,-93,-55,6209804
11/10/1965 12:25 น.,123.955.1.csv,955,447,149,0,3635.805176,-71,-49,6151291
11/10/1965 12:31 น.,124.1812.1.csv,1812.5,246,82,0,6349.217773,-93,-69,6066510
11/10/1965 12:32 น.,124.1830.1.csv,1830,289,96,1,6554.458984,-92,-74,6186044
11/10/1965 12:32 น.,124.1842.1.csv,1842.5,274,91,1,6501.233887,-87,-69,4496379
11/10/1965 12:32 น.,124.2120.1.csv,2120,369,123,0,7560.095703,-91,-68,6204274
11/10/1965 12:33 น.,124.2135.1.csv,2135,215,71,2,7327.320313,-96,-79,6167757
11/10/1965 12:33 น.,124.2145.1.csv,2145,416,138,2,6398.26416,-91,-69,6000090
11/10/1965 12:34 น.,124.2165.1.csv,2165,416,138,2,7443.091309,-89,-73,6186911
11/10/1965 12:30 น.,124.773.1.csv,773,278,92,2,2764.676514,-83,-56,5955424
11/10/1965 12:31 น.,124.955.1.csv,955,447,149,0,1246.826904,-86,-66,6193160
11/10/1965 12:36 น.,125.1812.1.csv,1812.5,246,82,0,6214.844727,-93,-77,6202770
11/10/1965 12:37 น.,125.1830.1.csv,1830,416,138,2,6479.019531,-90,-74,6184471
11/10/1965 12:37 น.,125.1842.1.csv,1842.5,274,91,1,6787.476074,-84,-53,4316266
11/10/1965 12:38 น.,125.2120.1.csv,2120,369,123,0,7201.68457,-86,-69,6161472
11/10/1965 12:38 น.,125.2135.1.csv,2135,246,82,0,3375.25415,-94,-79,6179211
11/10/1965 12:39 น.,125.2145.1.csv,2145,416,138,2,6927.960938,-92,-76,6185237
11/10/1965 12:39 น.,125.2165.1.csv,2165,416,138,2,7282.055664,-96,-76,6001665
11/10/1965 12:35 น.,125.773.1.csv,773,278,92,2,2657.804932,-77,-51,6046632
11/10/1965 12:36 น.,125.955.1.csv,955,447,149,0,6380.62207,-87,-63,5979715
11/10/1965 12:41 น.,126.1812.1.csv,1812.5,246,82,0,6901.145508,-81,-55,5872668
11/10/1965 12:42 น.,126.1830.1.csv,1830,416,138,2,7211.44043,-79,-64,6178088
11/10/1965 12:42 น.,126.1842.1.csv,1842.5,274,91,1,7208.134277,-88,-65,4467443
11/10/1965 12:44 น.,126.2135.1.csv,2135,246,82,0,7450.519043,-87,-66,6113576
11/10/1965 12:40 น.,126.773.1.csv,773,278,92,2,2843.821777,-87,-55,6179093
11/10/1965 12:41 น.,126.955.1.csv,955,447,149,0,5006.084961,-81,-60,6228654
11/10/1965 12:47 น.,127.1812.1.csv,1812.5,246,82,0,6806.586426,-86,-63,6080050
11/10/1965 12:48 น.,127.1830.1.csv,1830,416,138,2,7265.545898,-83,-62,6161592
11/10/1965 12:48 น.,127.1842.1.csv,1842.5,274,91,1,7333.682617,-82,-68,4487454
11/10/1965 12:49 น.,127.2120.1.csv,2120,369,123,0,7025.326172,-85,-65,6235601
11/10/1965 12:51 น.,127.2145.1.csv,2145,416,138,2,7575.004395,-84,-69,6187630
11/10/1965 12:51 น.,127.2165.1.csv,2165,416,138,2,6957.159668,-84,-71,6185021
11/10/1965 12:46 น.,127.773.1.csv,773,278,92,2,2887.647217,-88,-53,6208979
11/10/1965 12:47 น.,127.955.1.csv,955,447,149,0,3947.958496,-73,-59,6199266
11/10/1965 12:53 น.,128.1812.1.csv,1812.5,246,82,0,6973.127441,-86,-67,6218409
11/10/1965 12:54 น.,128.1830.1.csv,1830,416,138,2,7028.200684,-81,-64,6183248
11/10/1965 12:55 น.,128.1842.1.csv,1842.5,274,91,1,7028.342773,-83,-70,5638310
11/10/1965 12:56 น.,128.2135.1.csv,2135,246,82,0,6603.112793,-83,-64,6051426
11/10/1965 12:52 น.,128.773.1.csv,773,278,92,2,2908.916504,-80,-51,6170264
11/10/1965 12:53 น.,128.955.1.csv,955,447,149,0,6049.836914,-68,-54,6174308
11/10/1965 13:00 น.,129.1812.1.csv,1812.5,246,82,0,6920.796875,-78,-56,6172339
11/10/1965 13:02 น.,129.1842.1.csv,1842.5,274,91,1,7215.984375,-78,-57,4237103
11/10/1965 12:59 น.,129.773.1.csv,773,278,92,2,2927.586426,-81,-49,6172384
11/10/1965 13:00 น.,129.955.1.csv,955,447,149,0,3734.681885,-79,-63,6161037
11/10/1965 13:07 น.,130.1812.1.csv,1812.5,246,82,0,7082.294922,-67,-42,6227086
11/10/1965 13:08 น.,130.1830.1.csv,1830,416,138,2,6493.644531,-71,-56,6224433
11/10/1965 13:08 น.,130.1842.1.csv,1842.5,274,91,1,7345.10498,-80,-55,4413556
11/10/1965 13:09 น.,130.2135.1.csv,2135,246,82,0,6984.79834,-74,-51,6093101
11/10/1965 13:06 น.,130.773.1.csv,773,278,92,2,2910.562988,-61,-31,6198140
11/10/1965 13:07 น.,130.955.1.csv,955,447,149,0,4215.930176,-60,-40,6210712
11/10/1965 11:02 น.,17.1812.1.csv,1812.5,247,82,1,6593.954102,-70,-49,6121627
11/10/1965 11:02 น.,17.1830.1.csv,1830,415,138,1,6699.09375,-69,-47,5981772
11/10/1965 11:00 น.,17.773.1.csv,773,278,92,2,2758.273682,-85,-55,6020867
11/10/1965 11:01 น.,17.955.1.csv,955,497,165,2,2644.363525,-53,-40,6188909
11/10/1965 11:07 น.,18.1812.1.csv,1812.5,247,82,1,6963.921875,-65,-45,6115080
11/10/1965 11:08 น.,18.1830.1.csv,1830,415,138,1,6822.481934,-66,-48,6234674
11/10/1965 11:10 น.,18.2135.1.csv,2135,247,82,1,6867.084473,-69,-54,6207847
11/10/1965 11:11 น.,18.2145.1.csv,2145,415,138,1,7570.948242,-64,-51,6222829
11/10/1965 11:11 น.,18.2165.1.csv,2165,415,138,1,7062.195313,-66,-46,6209531
11/10/1965 11:06 น.,18.773.1.csv,773,278,92,2,2835.518555,-86,-61,6224898
11/10/1965 11:07 น.,18.955.1.csv,955,497,165,2,3605.525391,-63,-50,6205767
11/10/1965 11:13 น.,19.1812.1.csv,1812.5,247,82,1,6264.999512,-72,-54,6086988
11/10/1965 11:13 น.,19.1830.1.csv,1830,415,138,1,6291.52832,-72,-57,6205090
11/10/1965 11:15 น.,19.2135.1.csv,2135,247,82,1,6930.384277,-72,-58,6178122
11/10/1965 11:16 น.,19.2145.1.csv,2145,415,138,1,6844.015137,-72,-59,6220848
11/10/1965 11:16 น.,19.2165.1.csv,2165,415,138,1,7422.809082,-80,-63,6227765
11/10/1965 11:12 น.,19.773.1.csv,773,278,92,2,2632.898193,-82,-55,6028941
11/10/1965 11:13 น.,19.955.1.csv,955,497,165,2,3220.665283,-82,-58,6195504
11/10/1965 11:19 น.,20.1812.1.csv,1812.5,247,82,1,5713.210449,-78,-54,5940076
11/10/1965 11:19 น.,20.1830.1.csv,1830,415,138,1,6661.427246,-76,-55,6103732
11/10/1965 11:20 น.,20.2120.1.csv,2120,369,123,0,7381.111328,-82,-59,6193627
11/10/1965 11:20 น.,20.2135.1.csv,2135,247,82,1,7009.916992,-79,-64,6177494
11/10/1965 11:21 น.,20.2145.1.csv,2145,415,138,1,6782.082031,-80,-62,6090138
11/10/1965 11:21 น.,20.2165.1.csv,2165,415,138,1,7078.267578,-79,-65,6175459
11/10/1965 11:18 น.,20.773.1.csv,773,278,92,2,2487.857178,-75,-52,6093181
11/10/1965 11:18 น.,20.955.1.csv,955,497,165,2,1980.562256,-73,-52,6171308
11/10/1965 11:23 น.,21.1812.1.csv,1812.5,247,82,1,5933.588379,-74,-54,6050963
11/10/1965 11:25 น.,21.1842.1.csv,1842.5,274,91,1,6354.961914,-83,-66,4476671
11/10/1965 11:25 น.,21.2120.1.csv,2120,369,123,0,7273.021484,-86,-65,6147142
11/10/1965 11:26 น.,21.2135.1.csv,2135,247,82,1,7267.932129,-79,-55,6186372
11/10/1965 11:26 น.,21.2145.1.csv,2145,415,138,1,7349.1875,-81,-63,6183887
11/10/1965 11:26 น.,21.2165.1.csv,2165,415,138,1,7355.003906,-76,-55,6079298
11/10/1965 11:22 น.,21.773.1.csv,773,278,92,2,2429.193115,-81,-51,6182779
11/10/1965 11:23 น.,21.955.1.csv,955,497,165,2,-801.3543701,-77,-50,6171935
11/10/1965 10:38 น.,35.1812.1.csv,1812.5,246,82,0,6543.125488,-92,-70,6135202
11/10/1965 10:38 น.,35.1830.1.csv,1830,415,138,1,6669.600098,-89,-74,6200769
11/10/1965 10:39 น.,35.1842.1.csv,1842.5,153,51,0,6451.760254,-81,-66,4473718
11/10/1965 10:39 น.,35.2120.1.csv,2120,370,123,1,7373.756348,-90,-66,6208459
11/10/1965 10:39 น.,35.2135.1.csv,2135,247,82,1,6838.892578,-86,-75,6174942
11/10/1965 10:40 น.,35.2145.1.csv,2145,416,138,2,7458.129883,-93,-77,6191495
11/10/1965 10:37 น.,35.773.1.csv,773,278,92,2,2658.135254,-82,-57,6083002
11/10/1965 10:37 น.,35.955.1.csv,955,447,149,0,3514.691406,-84,-62,6191201
11/10/1965 10:33 น.,36.1812.1.csv,1812.5,246,82,0,6362.284668,-101,-82,6163523
11/10/1965 10:34 น.,36.1842.1.csv,1842.5,153,51,0,6190.268555,-81,-60,4451919
11/10/1965 10:34 น.,36.2120.1.csv,2120,370,123,1,6756.675781,-92,-66,6145642
11/10/1965 10:35 น.,36.2145.1.csv,2145,415,138,1,7207.644531,-96,-76,6116162
11/10/1965 10:36 น.,36.2165.1.csv,2165,415,138,1,6373.911133,-98,-81,6199425
11/10/1965 10:31 น.,36.773.1.csv,773,278,92,2,2285.36499,-88,-61,6172800
11/10/1965 10:32 น.,36.955.1.csv,955,447,149,0,3641.11377,-94,-77,6191736
11/10/1965 10:27 น.,37.1812.1.csv,1812.5,246,82,0,5498.843262,-102,-81,6217453
11/10/1965 10:28 น.,37.1830.1.csv,1830,239,79,2,5735.504883,-98,-81,6185316
11/10/1965 10:28 น.,37.1842.1.csv,1842.5,153,51,0,5942.32959,-92,-73,4952329
11/10/1965 10:29 น.,37.2120.1.csv,2120,370,123,1,6462.593262,-88,-69,6172647
11/10/1965 10:29 น.,37.2145.1.csv,2145,323,107,2,6601.92041,-95,-70,6204332
11/10/1965 10:30 น.,37.2165.1.csv,2165,415,138,1,6829.444824,-101,-81,6192604
11/10/1965 10:26 น.,37.773.1.csv,773,278,92,2,2262.533691,-79,-51,6031254
11/10/1965 10:27 น.,37.955.1.csv,955,68,22,2,2155.038574,-97,-69,6179304
11/10/1965 10:22 น.,38.1812.1.csv,1812.5,247,82,1,6551.625977,-96,-80,6168555
11/10/1965 10:23 น.,38.1830.1.csv,1830,323,107,2,4797.064941,-91,-73,6179978
11/10/1965 10:23 น.,38.1842.1.csv,1842.5,153,51,0,5249.606445,-86,-67,4459824
11/10/1965 10:23 น.,38.2120.1.csv,2120,370,123,1,6152.426758,-90,-73,6186611
11/10/1965 10:25 น.,38.2145.1.csv,2145,323,107,2,6233.216797,-92,-78,6188996
11/10/1965 10:25 น.,38.2165.1.csv,2165,239,79,2,6631.587402,-96,-75,6177000
11/10/1965 10:21 น.,38.773.1.csv,773,278,92,2,2215.21582,-80,-62,6205050
11/10/1965 10:22 น.,38.955.1.csv,955,447,149,0,2763.570801,-91,-70,6111550
11/10/1965 10:16 น.,39.1812.1.csv,1812.5,183,61,0,5273.938477,-97,-74,6191352
11/10/1965 10:17 น.,39.1830.1.csv,1830,323,107,2,5672.384277,-92,-72,6212687
11/10/1965 10:17 น.,39.1842.1.csv,1842.5,274,91,1,4747.276855,-92,-64,4511360
11/10/1965 10:18 น.,39.2120.1.csv,2120,370,123,1,5737.999512,-89,-66,6189448
11/10/1965 10:19 น.,39.2145.1.csv,2145,323,107,2,5300.147461,-94,-75,6148487
11/10/1965 10:20 น.,39.2165.1.csv,2165,239,79,2,5433.4375,-98,-77,6132923
11/10/1965 10:14 น.,39.773.1.csv,773,278,92,2,1925.88501,-78,-54,6111550
11/10/1965 10:15 น.,39.955.1.csv,955,1,0,1,2227.412842,-95,-71,6153827
11/10/1965 11:31 น.,45.1812.1.csv,1812.5,248,82,2,6163.07959,-54,-29,6183811
11/10/1965 11:32 น.,45.1830.1.csv,1830,414,138,0,7051.932617,-62,-44,6217578
11/10/1965 11:33 น.,45.2135.1.csv,2135,248,82,2,7407.919922,-61,-48,6201385
11/10/1965 11:34 น.,45.2145.1.csv,2145,414,138,0,6994.299316,-66,-48,6139363
11/10/1965 11:34 น.,45.2165.1.csv,2165,414,138,0,7272.415527,-76,-56,6231531
11/10/1965 11:30 น.,45.773.1.csv,773,278,92,2,2617.050781,-78,-51,6212246
11/10/1965 11:31 น.,45.955.1.csv,955,497,165,2,3693.217529,-61,-46,6184035
11/10/1965 11:37 น.,46.1812.1.csv,1812.5,248,82,2,6375.053711,-67,-48,6206251
11/10/1965 11:37 น.,46.1830.1.csv,1830,414,138,0,5137.499023,-69,-54,6191235
11/10/1965 11:38 น.,46.1842.1.csv,1842.5,274,91,1,7194.177246,-81,-59,4455167
11/10/1965 11:39 น.,46.2135.1.csv,2135,248,82,2,7013.054199,-68,-54,6167861
11/10/1965 11:40 น.,46.2145.1.csv,2145,414,138,0,7492.794922,-69,-56,6218801
11/10/1965 11:40 น.,46.2165.1.csv,2165,414,138,0,6211.773438,-75,-58,6210586
11/10/1965 11:35 น.,46.773.1.csv,773,278,92,2,2716.296387,-84,-59,6175027
11/10/1965 11:36 น.,46.955.1.csv,955,497,165,2,3349.495605,-79,-53,6168898
